date,year,type,country,area,location,activity,sex,injury,fatal_(y/n),time,species,href,species_sorted,age3,month_attack
03-Aug-2017,2017.0,Provoked,USA,Massachusetts,"Menauhant Beach, Falmouth,
Barnstable County",Fishing,M,Foot bitten by landed shark PROVOKED INCIDENT,N,Evening,4' shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.18.b-Readnour.pdf,4' shark,34,Aug
01-Aug-2017,2017.0,Boating,USA,California,"Between Pescadero Point & Bean Hollow Beach, San Mateo County",Kayaking / Fishing,M,"No injury, bow of kayak bitten",N,Morning,"White shark, 10'",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.18.a-Reunion.pdf,White shark,38.236758652797405,Aug
31-Jul-2017,2017.0,Unprovoked,USA,Florida,"Jacksonvlle, Duval County",Skimboarding,M,Lacerations to lower leg,N,Evening,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.17-Spain.pdf,,15,Jul
29-Jul-2017,2017.0,Invalid,USA,South Carolina,"Hilton Head Island, Beaufort County",Swimming,M,Abrasions and cuts to sole of foot,NaN,Afternoon,A small shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.14.R-Carly.pdf,,10,Jul
29-Jul-2017,2017.0,Unprovoked,USA,South Carolina,"DeBordieu Colony, Georgetown County",,F,Bite to left thigh / minor injury,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.10.b-Flinders.pdf,,12,Jul
27-Jul-2017,2017.0,Unprovoked,BAHAMAS,New Providence District,Rose Island,Snorkeling,F,Foot & ankle injured,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.10.a-Brock.pdf,,43.45489890574697,Jul
Reported 26-Jul-2017,2017.0,Unprovoked,BAHAMAS,40 miles off Grand Bahama Island,,Spearfishing,M,Severe lacerations to left hand,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.07.R-Thomson.pdf,,36.06362761340537,Jul
24-Jul-2017,2017.0,Unprovoked,"ST HELENA, British overseas territory",Ascension Island,English Bay,Surfing,M,Torso bitten,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.04-Simpson.pdf,,37,Jul
23-Jul-2017,2017.0,Unprovoked,USA,New Jersey,Ventnor,,F,Minor injury to hand,N,,Sandtiger shark  2',http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.30-Higgins.pdf,Sandtiger shark,27.609573264473195,Jul
23-Jul-2017,2017.0,Unprovoked,SPAIN,Majorca,"Estanys Beach, Colonia de Sant",Swimming,F,Abrasion to arm from shark's rough skin,N,Afternoon,Blue shark 6',http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.28-Jordan.pdf,Blue shark,36.237375861337746,Jul
22-Jul-2017,2017.0,Unprovoked,USA,Florida,"Snipes Point, Monroe County",,F,Foot bitten,N,Afternoon,"""A small shark""",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.12-Beloushi.pdf,,40,Jul
20-Jul-2017,2017.0,Invalid,USA,South Carolina,"Hilton Head Island, Beaufort County",Swimming,F,Foot injured,NaN,,Shark involvement not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.06.R-Neille.pdf,,8,Jul
20-Jul-2017,2017.0,Boating,USA,California,"Stearns Wharf, Santa Barbara",Kayaking,M,"No injury, kayak bitten",N,Morning,"White shark, 11' to 13'",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.06-Rozada.pdf,White shark,40,Jul
20-Jul-2017,2017.0,Unprovoked,USA,California,"Seal Rock, Goleta Beach, Santa Barbara",SUP,M,"No injury, shark bit paddleboard",N,Morning,"White shark, 8' to 10'",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.03-Raab.pdf,White shark,50,Jul
14-Jul-2017,2017.0,Unprovoked,USA,Washington,"South Beach, Westport, Grays Harbor County",Surfing,M,Pulled off board by shark but no injury,N,Evening,"White shark, 9'",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.29.d-Ericson.pdf,White shark,28.95002994640444,Jul
14-Jul-2017,2017.0,Unprovoked,AUSTRALIA,Western Australia,Floreat Beach,Surfing,M,"Minor injury, grazed by shark",N,Morning,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.29.c-Plett.pdf,,24.963678623980204,Jul
11-Jul-2017,2017.0,Boating,USA,California,"Santa Cruz, Santa Cruz County",Kayaking,M,"No injury, kayak bitten",N,Morning,White shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.29.a-Dubosc.pdf,White shark,21.530862008548088,Jul
09-Jul-2017,2017.0,Unprovoked,USA,Florida,"Haulover Beach, Miami-Dade County",Swimming,M,Lower legs bitten,N,Afternoon,"Bull shark, 4' to 5'",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.27-NZ.pdf,Bull shark,46,Jul
Reported 07-Jul-2017,2017.0,Provoked,MEXICO,Tabasco,"Sánchez Magallanes, Cárdenas",Fishing,M,Hand bitten by hooked shark PROVOKED INCIDENT,N,,"Tiger shark, 100 kg",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.22-Gonsalves.pdf,Tiger shark,32,Jul
07-Jul-2017,2017.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon Reef, East London",Surfing,F,"No injury, shark bit surfboard",N,Afternoon,"White shark, 2.5 m",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.20-PawleysIsland.pdf,White shark,13,Jul
02-Jul-2017,2017.0,Invalid,COMOROS,Anjouan,Moya,Fishing,NaN,"Skull found in shark, a probable drowning & scavenging",NaN,,Shark involvement prior to death not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.17.b-Volusia.pdf,,38.769278300119886,Jul
29-Jun-2017,2017.0,Invalid,USA,South Carolina,Wrightsville Beach,Fishing,M,"Arm injured by hook, not by a shark",NaN,Evening,No shark invovlement ,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.14-Baboo.pdf,No shark,11.614078368106751,Jun
21-Jun-2017,2017.0,Unprovoked,USA,South Carolina,"South Forest Beach, Hilton Head Island, Beaufort County",Swimming,F,Left foot bitten,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.13-Perry.pdf,,16,Jun
19-Jun-2017,2017.0,Unprovoked,USA,Florida,"Singer Island, Palm Beach County",Surfing,M,1 to 2-inch laceration behind knee,N,Morning,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.12.b-Keyton.pdf,,21.49415689590912,Jun
18-Jun-2017,2017.0,Unprovoked,USA,South Carolina,"Burkes Beach, Hilton Head, Beaufort County",Swimming,F,Leg bitten,N,,"Bull shark, 4' to 5'",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.12.a-Mairhuber.pdf,Bull shark,14,Jun
18-Jun-2017,2017.0,Unprovoked,REUNION,,Roches Noire,Body boarding,M,"No injury, shark bit surfboard ",N,Morning,"Bull shark, 2m",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.10.b-Melbourne.pdf,Bull shark,34,Jun
17-Jun-2017,2017.0,Unprovoked,SPAIN,Ibiza Island,Playa den Bossa,Swimming,M,2-inch laceration to hand,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.10.a-Orr.pdf,,82,Jun
2017.06.05,2017.0,Unprovoked,FRENCH POLYNESIA,Marquesas,"Atuona Bay, Hiva Oa Island",Surfing,M,Injuries to hand and wrist,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.07-Stephens.pdf,,32.14106321552809,NaN
Reported 14-Jun-2017,2017.0,Unprovoked,BAHAMAS,,,Feeding sharks,F,Fingernail pulled off ,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.02.b-Kleiden.pdf,,16.82586467631258,Jun
11-Jun-2017,2017.0,Unprovoked,AUSTRALIA,Western Australia,"Point Casuarina, Bunbury",Body boarding,M,"No injury, board bitten",N,Morning,"White shark, 4 m",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.02.a-Taylor.pdf,White shark,48,Jun
10-Jun-2017,2017.0,Unprovoked,AUSTRALIA,Victoria,"Flinders, Mornington Penisula",Surfing,F,"No injury, knocked off board",N,Afternoon,Seven-gill shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.03.11-Reintegrado.pdf,,38.49177856946676,Jun
10-Jun-2017,2017.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,Laceration to left foot,N,Morning,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.03.09-Keywood.pdf,,19,Jun
Reported 07-Jun-2017,2017.0,Unprovoked,UNITED KINGDOM,South Devon,Bantham Beach,Surfing ,M,"Bruise to leg, cuts to hand sustained when he hit the shark",N,,"3m shark, probably a smooth hound",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.25-WesternAustralia.pdf,,30,Jun
04-Jun-2017,2017.0,Unprovoked,USA,Florida,"Middle Sambo Reef off Boca Chica, Monroe County",Spearfishing,M,Laceration to shin,N,,8' shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.21-Naussance.pdf,8' shark,32.64962171325202,Jun
02-Jun-2017,2017.0,Unprovoked,BAHAMAS,New Providence ,Athol Island,Snorkeling,F,Right forearm severed ,N,,Tiger shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.11-MelbourneBeach.pdf,Tiger shark,32,Jun
30-May-2017,2017.0,Provoked,USA,South Carolina,"Awendaw, Charleston County",Touching a shark,F,Right hand bitten by hooked shark PROVOKED INCIDENT,N,,3' shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.06.b-Brazil.pdf,3' shark,20,May
28-May-2017,2017.0,Unprovoked,USA,Florida,Off Jupiter,Feeding sharks,M,Lacerations to right arm,N,Morning,Tiger shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.06.a-Umhlanga-kayak.pdf,Tiger shark,34.07799830536402,May
27-May-2017,2017.0,Invalid,AUSTRALIA,New South Wales,Evans Head,Fishing ,M,Abrasion to right forearm from pectoral fin of a shark that leapt into his boat,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.01.b-Boat.pdf,,73,May
12-May-2017,2017.0,Unprovoked,UNITED ARAB EMIRATES,"Sharjah, ",Khor Fakkan,Spearfishing,M,Right leg severely bitten,N,Morning,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.01.a-Vonk.pdf,,41,May
Reported 06-May-2017,2017.0,Provoked,AUSTRALIA,Queensland,Weipa,Attempting to lasso a shark,M,Thigh nipped PROVOKED INCIDENT,N,,9' shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.24-Andrade.pdf,9' shark,29,May
05-May-2017,2017.0,Unprovoked,MEXICO,Baja California Sur,"Los Arbolitos, Cabo Pulmo",Snorkeling,M,FATAL,Y,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.22-VeroBeach.pdf,,33,May
03-May-2017,2017.0,Invalid,USA,California,"Sunset Beach, Orange County",Surfing,F,"Laceration to thigh, likely caused by surfboard fin",NaN,Afternoon,Shark involvement highly doubtful,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.21-MurrayIsland.pdf,,18,May
29-Apr-2017,2017.0,Unprovoked,USA,California,"San Onofre, San Diego County ",Swimming,F,Major injury to posterior thigh,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.13.b-Clairview.pdf,,30.87647019750858,Apr
29-Apr-2017,2017.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Keurbooms, Plettenberg Bay",Surfing,M,Minor injury to right calf,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.13.a-JensenBeach.pdf,,14,Apr
29-Apr-2017,2017.0,Unprovoked,USA,South Carolina,"Folly Beach, Charleston County",Surfing,F,Left foot bitten,N,Morning,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.09-Moore.pdf,,33,Apr
29-Apr-2017,2017.0,Unprovoked,REUNION,Saint-Leu,Pointe au Sal,Body boarding,M,FATAL,Y,Morning,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.08.R-KerryDaniel.pdf,,28,Apr
27-Apr-2017,2017.0,Unprovoked,NEW ZEALAND,South Island,"Porpoise Bay, Catlins",Body boarding,F,Puncture wounds & laceration above knee,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.05-Brevard.pdf,,20,Apr
26-Apr-2017,2017.0,Invalid,USA,Florida,,Photo shoot,F,Alleged laceration to left ankle,NaN,,No shark invovlement - it ws a publicity stunt,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.03-Collins.pdf,No shark,24.88700702977095,Apr
22-Apr-2017,2017.0,Unprovoked,"ST HELENA, British overseas territory",Ascension Island,English Bay,Snorkeling,F,Calf & foot bitten,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.27-Davis.pdf,,40,Apr
20-Apr-2017,2017.0,Invalid,USA,South Carolina,Georgetown County,Swimming,M,Laceration & puncture wounds to left foot,NaN,Morning,Shark involvement not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.24-Ningaloo.pdf,,52.17298157030346,Apr
17-Apr-2017,2017.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",,NaN,Minor bite to the foot,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.19-Swart.pdf,,16.783525053577605,Apr
17-Apr-2017,2017.0,Unprovoked,AUSTRALIA,Western Australia,Kelpies near Wylie Bay,Surfing,F,FATAL,Y,Afternoon,White shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.14-Roberts.pdf,White shark,17,Apr
14-Apr-2017,2017.0,Unprovoked,USA,Hawaii,"Kekaha Beach, Kauai",Surfing,M,Lower right leg severely injured,N,Morning,"Tiger shark, 12'",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.06-Phillips.pdf,Tiger shark,28,Apr
13-Apr-2017,2017.0,Unprovoked,USA,Florida,"Hanna Park, Jacksonville, Duval County",Surfing,M,Lacerations to right foot,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.01-Rowland.pdf,,17,Apr
12-Apr-2017,2017.0,Unprovoked,USA,Florida,St. Augustine,Surfing,F,Lacerations to right foot,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.11.14-Zawacki.pdf,,36.98894418190904,Apr
12-Apr-2017,2017.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Protea Banks,Scuba Diving,M,"Fatal, coroner unable to determine if the diver was alive or had drowned when incident took place.",NaN,,Shark involvement prior to death not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.30-Adams.pdf,,68,Apr
11-Apr-2017,2017.0,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Surfing,F,Calf bitten,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.29-Shoup.pdf,,35,Apr
10-Apr-2017,2017.0,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Paddle boarding,F,Laceration to calf,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.24-Fitzpatrick.pdf,,10,Apr
10-Apr-2017,2017.0,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Swimming,F,Minor injury to left hand,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.15-Hallam.pdf,,21,Apr
06-Apr-2017,2017.0,Unprovoked,USA,Florida,"Daytona, Volusia County",Swimming,M,Foot injured,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.14-Maui.pdf,,16,Apr
05-Apr-2017,2017.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,F,"Thigh nipped, minor injury",N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.13.R-Breach.pdf,,51,Apr
02-Apr-2017,2017.0,Unprovoked,AUSTRALIA,Queensland,Moreton Bay,Kakaying,M,"No injury, shark bit off stern of kayak",N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.12-SenecaRus.pdf,,39,Apr
02-Apr-2017,2017.0,Unprovoked,USA,Florida,"Destin, Okaloosa County",Swimming,F,Lacerations to thighs,N,Afternoon,"Bull shark, 5' to 7'",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.10-Tanner.pdf,Bull shark,17,Apr
27-Mar-2017,2017.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Minor injury to left foot,N,Morning,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.02-NSB.pdf,,58,Mar
19-Mar-2017,2017.0,Unprovoked,AUSTRALIA,New South Wales,The Farm,Body boarding,M,Minor,N,Evening,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.01-NSB.pdf,,30,Mar
18-Mar-2017,2017.0,Boating,USA,California,Monterey Bay,Kayaking,M,"No injury, kayak bitten",N,Afternoon,White shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.26-Allen.pdf,White shark,30.47600540689034,Mar
11-Mar-2017,2017.0,Unprovoked,PHILIPPINES,Luzon Island,"Villamar, Caoayan",Spearfishing,M,Right thigh injured ,N,,10' shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.18.c-NSB.pdf,10' shark,25,Mar
Reported 09-Mar-2017,2017.0,Unprovoked,BAHAMAS,Great Exuma,,Washing hands,M,Abrasions & lacerations to left leg and hand,N,,Lemon shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.18.b-Luciano.pdf,Lemon shark,58,Mar
25-Feb-2017,2017.0,Unprovoked,AUSTRALIA,Western Australia,Mauds Point,Snorkeling,F,Hand bitten,N,Morning,"Bull shark, 1.5",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.18.a-NSB.pdf,Bull shark,21.215087466866976,Feb
24-Feb-2017,2017.0,Unprovoked,AUSTRALIA,Western Australia,"Falcon Bay Beach, Mandurah",Surfing,M,"No injury, shark struck board",N,Morning,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.17.b-Yuma.pdf,,5.630280364812176,Feb
21-Feb-2017,2017.0,Unprovoked,REUNION,Saint-Andre,,Body boarding,M,Fatal,Y,Morning,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.17.a-Angiolella.pdf,,26,Feb
17-Feb-2017,2017.0,Unprovoked,AUSTRALIA,Queensland,Eva Rock,Spearfishing,M,Left leg severely bitten,N,Morning,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.16-BellsBeach.pdf,,26,Feb
11-Feb-2017,2017.0,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Swimming,M,Injury to hand,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.15.R-boat.pdf,,22,Feb
06-Feb-2017,2017.0,Provoked,BRAZIL,Pernambuco,Fernando de Noronha Marine Park,Grabbing shark for a selfie,F,"Minor injury to finger, PROVOKED INCIDENT",N,Afternoon,Lemon shark pup,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.11-PonteVedra.pdf,Lemon shark,30.37075283075079,Feb
06-Feb-2017,2017.0,Boating,SOUTH AFRICA,KwaZulu-Natal,Eastmoor Crescent Beach,Kayak fishing,M,"Shark damaged kayak, no injury to occupant",N,,Tiger shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.07-Bagnol.pdf,Tiger shark,32.2338895970889,Feb
01-Feb-2017,2017.0,Boating,USA,South Carolina,16 miles off Hilton Head,Tagging sharks,NaN,"Shark bit boat, no injury to occupants",N,,"White shark, female, 14'",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.06-Jewell.pdf,White shark,26.14963253774929,Feb
01-Feb-2017,2017.0,Unprovoked,BAHAMAS,Bimini,,Scuba Diving,M,Lacerations to upper right arm,N,,Caribbean reef shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.05.b-Williams.pdf,,37,Feb
24-Jan-2017,2017.0,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Swimming,M,Minor laceration to ring finger,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.05.a-Penman.pdf,,21,Jan
22-Jan-2017,2017.0,Unprovoked,USA,Florida,"Vero Beach, Indian River County",,M,Puncture wounds to lower arm or hand,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.04-Moore.pdf,,17.12097574779205,Jan
21-Jan-2017,2017.0,Unprovoked,AUSTRALIA,Queensland,"Boot Reef, Torres Strait",Scuba Diving,M,"Multiple injuries to arm, wrist and torso",N,Afternoon,"Bull shark, 4 m",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.01-McQuillen.pdf,Bull shark,55,Jan
13-Jan-2017,2017.0,Unprovoked,AUSTRALIA,Queensland,Clairview,Swimming,M,Injury to hand,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.00-Breach.pdf,,57,Jan
13-Jan-2017,2017.0,Unprovoked,USA,Florida,Jensen Beach,,M,Minor injury to hand,N,Morning,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.08.29.b-Cumiskey.pdf,,22.84003812480882,Jan
09-Jan-2017,2017.0,Unprovoked,INDONESIA,Bali,Balian Beach,Surfing,M,Injury to right wrist & forearm,N,Morning,"Bull shark, 1 m",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.08.29.a-NSB.pdf,Bull shark,48,Jan
Reported 08-Jan-2017,,Invalid,AUSTRALIA,Queensland,,Spearfishing,M,"No attack, shark made a threat display",NaN,,Bull shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.08.27-Chardard.pdf,Bull shark,35,Jan
05-Jan-2017,2017.0,Unprovoked,USA,Florida,"Blockhouse Beach, Brevard County",Wading,M,Minor injuries to foot,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.08.25-Cassetty.pdf,,47,Jan
03-Jan-2017,2017.0,Invalid,AUSTRALIA,New South Wales,Merimbula,Wading,M,Minor injuries to foot & toes,NaN,Evening,Shark involvement not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.08.07-Stoch.pdf,,20,Jan
27-Dec-2016,2016.0,Unprovoked,USA,Florida,"Avalon State Park Beach, North Hutchinson Island, St Lucie County",Surfing,M,Lacerations to right forearm,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.08.06-Baxter.pdf,,16,Dec
24-Dec-2016,2016.0,Unprovoked,AUSTRALIA,Western Australia,"Bundegi Sanctuary Zone, Ningaloo",Snorkeling,F,Buttock bitten,N,Morning,a small shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.28.R-Franz.pdf,,34.02164582138933,Dec
19-Dec-2016,2016.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Keurbooms Lagoon, Plettenberg Bay",Surf skiing ,M,"No injury, but ski severely damaged",N,Morning,"White shark, 4 m",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.28-Watkins.pdf,White shark,55,Dec
14-Dec-2016,2016.0,Unprovoked,AUSTRALIA,Western Australia,Trigg Beach,Free diving,M,Punctures to left foot/ankle,N,Morning,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.27-Sapp.pdf,,61,Dec
